"Instante lectura","Chuvia","Humidade do solo","Humidade relativa media a 1.5m","Temperatura media a 1.5m","Velocidade do vento a 10m"
"2017-10-18 08:20:00.0","0.0","0.074","98.0","11.78","0.9"
"2017-10-18 08:30:00.0","0.0","0.074","98.0","11.82","1.0"
"2017-10-18 08:40:00.0","0.0","0.074","98.0","11.81","2.2"
"2017-10-18 08:50:00.0","0.0","0.074","98.0","12.08","0.5"
"2017-10-18 09:00:00.0","0.0","0.074","98.0","12.29","0.9"
"2017-10-18 09:10:00.0","0.0","0.074","98.0","12.48","2.6"
"2017-10-18 09:20:00.0","0.0","0.074","98.0","12.75","3.7"
"2017-10-18 09:30:00.0","0.0","0.074","98.0","12.85","5.1"
"2017-10-18 09:40:00.0","0.0","0.074","98.0","12.94","6.0"
"2017-10-18 09:50:00.0","0.0","0.074","98.0","13.19","4.9"
"2017-10-18 10:00:00.0","0.0","0.074","97.0","13.27","3.1"
"2017-10-18 10:10:00.0","0.0","0.074","96.0","14.06","5.0"
"2017-10-18 10:20:00.0","0.0","0.075","93.0","14.52","6.8"
"2017-10-18 10:30:00.0","0.0","0.075","90.0","14.97","5.9"
"2017-10-18 10:40:00.0","0.0","0.075","88.0","15.36","4.7"
"2017-10-18 10:50:00.0","0.0","0.075","83.0","15.91","7.5"
"2017-10-18 11:00:00.0","0.0","0.075","80.0","16.65","8.6"
"2017-10-18 11:10:00.0","0.0","0.075","78.0","16.78","10.1"
"2017-10-18 11:20:00.0","0.0","0.075","77.0","16.91","9.6"
"2017-10-18 11:30:00.0","0.0","0.075","76.0","16.45","9.8"
"2017-10-18 11:40:00.0","0.0","0.075","77.0","16.76","7.0"
"2017-10-18 11:50:00.0","0.0","0.075","73.0","17.5","7.7"
"2017-10-18 12:00:00.0","0.2","0.075","76.0","16.93","6.8"
"2017-10-18 12:10:00.0","0.2","0.074","82.0","16.1","5.1"
"2017-10-18 12:20:00.0","0.0","0.074","87.0","16.28","5.0"
"2017-10-18 12:30:00.0","0.0","0.074","77.0","17.28","1.9"
"2017-10-18 12:40:00.0","0.0","0.074","76.0","17.42","2.0"
"2017-10-18 12:50:00.0","0.0","0.074","74.0","18.01","4.9"
"2017-10-18 13:00:00.0","0.0","0.074","67.0","18.35","9.5"
"2017-10-18 13:10:00.0","0.0","0.075","70.0","18.14","7.9"
"2017-10-18 13:20:00.0","0.0","0.075","69.0","18.04","8.5"
"2017-10-18 13:30:00.0","0.0","0.075","63.0","19.09","7.8"
"2017-10-18 13:40:00.0","0.0","0.075","59.0","19.36","12.7"
"2017-10-18 13:50:00.0","0.0","0.075","58.0","19.04","13.0"
"2017-10-18 14:00:00.0","0.0","0.075","64.0","17.98","7.6"
"2017-10-18 14:10:00.0","0.0","0.075","61.0","18.99","6.7"
"2017-10-18 14:20:00.0","0.0","0.075","60.0","19.08","11.2"
"2017-10-18 14:30:00.0","0.0","0.075","60.0","18.86","11.2"
"2017-10-18 14:40:00.0","0.0","0.075","58.0","19.0","11.3"
"2017-10-18 14:50:00.0","0.0","0.075","57.0","19.32","11.7"
"2017-10-18 15:00:00.0","0.0","0.075","58.0","19.27","10.1"
"2017-10-18 15:10:00.0","0.0","0.075","58.0","19.08","9.4"
"2017-10-18 15:20:00.0","0.0","0.075","62.0","17.98","6.4"
"2017-10-18 15:30:00.0","0.0","0.074","64.0","17.66","6.8"
"2017-10-18 15:40:00.0","0.0","0.074","63.0","18.24","5.4"
"2017-10-18 15:50:00.0","0.0","0.074","63.0","18.44","5.2"
"2017-10-18 16:00:00.0","0.0","0.074","62.0","18.93","5.1"
"2017-10-18 16:10:00.0","0.0","0.074","59.0","19.0","8.0"
"2017-10-18 16:20:00.0","0.0","0.074","58.0","19.24","7.5"
"2017-10-18 16:30:00.0","0.0","0.074","60.0","18.78","8.0"
"2017-10-18 16:40:00.0","0.0","0.074","60.0","18.44","8.2"
"2017-10-18 16:50:00.0","0.0","0.074","59.0","18.71","8.8"
"2017-10-18 17:00:00.0","0.0","0.074","59.0","18.51","7.2"
"2017-10-18 17:10:00.0","0.0","0.074","61.0","18.19","4.5"
"2017-10-18 17:20:00.0","0.0","0.074","63.0","17.94","4.4"
"2017-10-18 17:30:00.0","0.0","0.074","67.0","17.23","2.6"
"2017-10-18 17:40:00.0","0.0","0.074","75.0","16.32","2.8"
"2017-10-18 17:50:00.0","0.0","0.074","80.0","15.26","2.6"
"2017-10-18 18:00:00.0","0.0","0.074","84.0","14.59","2.9"
"2017-10-18 18:10:00.0","0.0","0.074","86.0","14.03","2.8"
"2017-10-18 18:20:00.0","0.0","0.074","89.0","13.62","3.1"
"2017-10-18 18:30:00.0","0.0","0.074","90.0","13.28","1.0"
"2017-10-18 18:40:00.0","0.0","0.074","91.0","12.86","0.0"
"2017-10-18 18:50:00.0","0.0","0.074","92.0","12.75","2.8"
"2017-10-18 19:00:00.0","0.0","0.074","93.0","12.52","0.3"
"2017-10-18 19:10:00.0","0.0","0.074","93.0","12.17","1.5"
"2017-10-18 19:20:00.0","0.0","0.074","94.0","12.23","2.4"
"2017-10-18 19:30:00.0","0.0","0.074","94.0","12.11","1.6"
"2017-10-18 19:40:00.0","0.0","0.074","94.0","11.74","0.3"
"2017-10-18 19:50:00.0","0.0","0.074","94.0","11.43","0.3"
"2017-10-18 20:00:00.0","0.0","0.074","95.0","11.45","2.9"
"2017-10-18 20:10:00.0","0.0","0.074","95.0","11.43","1.4"
"2017-10-18 20:20:00.0","0.0","0.074","96.0","11.43","0.1"
"2017-10-18 20:30:00.0","0.0","0.074","96.0","11.3","2.5"
"2017-10-18 20:40:00.0","0.0","0.073","96.0","11.13","0.3"
"2017-10-18 20:50:00.0","0.0","0.073","96.0","10.94","1.3"
"2017-10-18 21:00:00.0","0.0","0.073","96.0","10.76","1.3"
"2017-10-18 21:10:00.0","0.0","0.074","96.0","10.31","1.2"
"2017-10-18 21:20:00.0","0.0","0.074","96.0","10.17","1.1"
"2017-10-18 21:30:00.0","0.0","0.074","96.0","10.07","1.6"
"2017-10-18 21:40:00.0","0.0","0.074","96.0","10.17","1.4"
"2017-10-18 21:50:00.0","0.0","0.073","96.0","9.94","1.3"
"2017-10-18 22:00:00.0","0.0","0.073","97.0","9.81","2.2"
"2017-10-18 22:10:00.0","0.0","0.073","96.0","9.45","0.7"
"2017-10-18 22:20:00.0","0.0","0.073","97.0","9.43","3.0"
"2017-10-18 22:30:00.0","0.0","0.073","97.0","9.41","0.6"
"2017-10-18 22:40:00.0","0.0","0.073","97.0","8.93","0.4"
"2017-10-18 22:50:00.0","0.0","0.073","97.0","8.99","1.6"
"2017-10-18 23:00:00.0","0.0","0.073","97.0","8.68","0.3"
"2017-10-18 23:10:00.0","0.0","0.073","97.0","8.5","0.4"
"2017-10-18 23:20:00.0","0.0","0.073","97.0","8.45","1.2"
"2017-10-18 23:30:00.0","0.0","0.073","97.0","8.44","0.0"
"2017-10-18 23:40:00.0","0.0","0.073","97.0","8.2","0.1"
"2017-10-18 23:50:00.0","0.0","0.073","97.0","8.11","0.6"
"2017-10-19 00:00:00.0","0.0","0.073","97.0","8.07","0.0"
"2017-10-19 00:10:00.0","0.0","0.073","97.0","8.11","2.3"
"2017-10-19 00:20:00.0","0.0","0.073","97.0","7.93","2.1"
"2017-10-19 00:30:00.0","0.0","0.073","97.0","7.83","0.9"
"2017-10-19 00:40:00.0","0.0","0.073","98.0","7.8100000000000005","2.6"
"2017-10-19 00:50:00.0","0.0","0.073","98.0","8.11","2.3"
"2017-10-19 01:00:00.0","0.2","0.073","98.0","8.24","0.4"
"2017-10-19 01:10:00.0","0.0","0.073","98.0","8.28","0.0"
"2017-10-19 01:20:00.0","0.0","0.072","98.0","8.34","1.2"
"2017-10-19 01:30:00.0","0.0","0.072","98.0","8.25","1.2"
"2017-10-19 01:40:00.0","0.0","0.072","98.0","8.3","1.7"
"2017-10-19 01:50:00.0","0.0","0.072","98.0","8.26","0.0"
"2017-10-19 02:00:00.0","0.0","0.072","98.0","8.17","0.0"
"2017-10-19 02:10:00.0","0.0","0.072","98.0","8.12","1.1"
"2017-10-19 02:20:00.0","0.0","0.072","98.0","8.2","0.7"
"2017-10-19 02:30:00.0","0.0","0.072","98.0","8.35","0.6"
"2017-10-19 02:40:00.0","0.0","0.072","98.0","8.37","0.0"
"2017-10-19 02:50:00.0","0.0","0.072","98.0","8.44","0.0"
"2017-10-19 03:00:00.0","0.0","0.072","98.0","8.52","0.0"
"2017-10-19 03:10:00.0","0.0","0.072","98.0","8.58","0.1"
"2017-10-19 03:20:00.0","0.0","0.072","98.0","8.48","2.2"
"2017-10-19 03:30:00.0","0.0","0.072","98.0","8.5","2.6"
"2017-10-19 03:40:00.0","0.0","0.072","98.0","8.53","2.6"
"2017-10-19 03:50:00.0","0.0","0.072","98.0","8.58","0.3"
"2017-10-19 04:00:00.0","0.0","0.072","98.0","8.68","0.0"
"2017-10-19 04:10:00.0","0.0","0.072","98.0","8.74","0.0"
"2017-10-19 04:20:00.0","0.0","0.072","98.0","8.86","0.3"
"2017-10-19 04:30:00.0","0.0","0.072","98.0","8.99","0.8"
"2017-10-19 04:40:00.0","0.0","0.072","98.0","9.03","1.2"
"2017-10-19 04:50:00.0","0.0","0.072","98.0","8.98","1.1"
"2017-10-19 05:00:00.0","0.0","0.072","98.0","8.97","0.0"
"2017-10-19 05:10:00.0","0.0","0.072","98.0","9.08","0.0"
"2017-10-19 05:20:00.0","0.0","0.072","98.0","9.1","0.3"
"2017-10-19 05:30:00.0","0.0","0.072","98.0","9.21","0.2"
"2017-10-19 05:40:00.0","0.0","0.072","98.0","9.26","0.0"
"2017-10-19 05:50:00.0","0.0","0.072","98.0","9.32","0.4"
"2017-10-19 06:00:00.0","0.0","0.072","98.0","9.35","0.0"
"2017-10-19 06:10:00.0","0.0","0.072","98.0","9.44","0.3"
"2017-10-19 06:20:00.0","0.0","0.072","98.0","9.48","1.2"
"2017-10-19 06:30:00.0","0.0","0.072","98.0","9.55","1.1"
"2017-10-19 06:40:00.0","0.0","0.072","98.0","9.63","0.8"
"2017-10-19 06:50:00.0","0.0","0.072","98.0","9.7","0.5"
"2017-10-19 07:00:00.0","0.0","0.072","98.0","9.77","1.3"
"2017-10-19 07:10:00.0","0.0","0.072","98.0","9.76","3.2"
"2017-10-19 07:20:00.0","0.0","0.072","98.0","9.78","1.8"
"2017-10-19 07:30:00.0","0.0","0.072","98.0","9.75","0.4"
"2017-10-19 07:40:00.0","0.0","0.072","98.0","9.88","0.9"
"2017-10-19 07:50:00.0","0.0","0.072","98.0","9.96","0.8"
"2017-10-19 08:00:00.0","0.0","0.072","98.0","10.07","1.0"
"2017-10-19 08:10:00.0","0.0","0.072","98.0","10.27","1.5"
"2017-10-19 08:20:00.0","0.0","0.072","98.0","10.38","0.6"
"2017-10-19 08:30:00.0","0.0","0.072","98.0","10.43","0.4"
"2017-10-19 08:40:00.0","0.0","0.072","98.0","10.51","1.3"
"2017-10-19 08:50:00.0","0.0","0.072","98.0","10.6","1.4"
"2017-10-19 09:00:00.0","0.0","0.072","98.0","10.77","0.9"
"2017-10-19 09:10:00.0","0.0","0.072","98.0","10.79","0.0"
"2017-10-19 09:20:00.0","0.0","0.072","98.0","10.91","0.7"
"2017-10-19 09:30:00.0","0.0","0.071","98.0","11.11","1.5"
"2017-10-19 09:40:00.0","0.0","0.071","98.0","11.08","1.7"
"2017-10-19 09:50:00.0","0.0","0.071","98.0","11.25","0.5"
"2017-10-19 10:00:00.0","0.2","0.071","98.0","11.48","1.3"
"2017-10-19 10:10:00.0","0.0","0.071","98.0","11.69","1.3"
"2017-10-19 10:20:00.0","0.0","0.071","98.0","11.65","1.5"
"2017-10-19 10:30:00.0","0.2","0.071","98.0","11.87","1.0"
"2017-10-19 10:40:00.0","0.2","0.071","98.0","12.14","2.2"
"2017-10-19 10:50:00.0","0.0","0.071","97.0","12.16","0.7"
"2017-10-19 11:00:00.0","0.2","0.071","97.0","12.28","0.0"
"2017-10-19 11:10:00.0","0.2","0.071","97.0","12.42","0.8"
"2017-10-19 11:20:00.0","0.0","0.071","97.0","12.55","3.3"
"2017-10-19 11:30:00.0","0.0","0.071","97.0","12.73","5.2"
"2017-10-19 11:40:00.0","0.0","0.071","97.0","12.81","1.1"
"2017-10-19 11:50:00.0","0.0","0.071","97.0","12.89","0.3"
"2017-10-19 12:00:00.0","0.0","0.071","97.0","12.95","0.3"
"2017-10-19 12:10:00.0","0.0","0.071","97.0","13.28","0.5"
"2017-10-19 12:20:00.0","0.0","0.071","96.0","13.39","0.6"
"2017-10-19 12:30:00.0","0.0","0.071","96.0","13.49","3.6"
"2017-10-19 12:40:00.0","0.0","0.071","96.0","13.56","0.7"
"2017-10-19 12:50:00.0","0.0","0.071","95.0","13.73","1.4"
"2017-10-19 13:00:00.0","0.0","0.071","95.0","13.9","1.1"
"2017-10-19 13:10:00.0","0.0","0.071","94.0","14.14","1.9"
"2017-10-19 13:20:00.0","0.0","0.071","93.0","14.17","2.7"
"2017-10-19 13:30:00.0","0.0","0.071","93.0","14.29","1.7"
"2017-10-19 13:40:00.0","0.2","0.071","92.0","14.39","3.9"
"2017-10-19 13:50:00.0","0.0","0.071","93.0","14.39","2.3"
"2017-10-19 14:00:00.0","0.4","0.071","93.0","14.58","1.5"
"2017-10-19 14:10:00.0","0.6","0.071","94.0","14.42","3.3"
"2017-10-19 14:20:00.0","0.4","0.071","94.0","14.43","0.4"
"2017-10-19 14:30:00.0","0.2","0.071","95.0","14.63","1.2"
"2017-10-19 14:40:00.0","0.2","0.072","95.0","14.77","0.9"
"2017-10-19 14:50:00.0","0.0","0.072","95.0","14.73","0.0"
"2017-10-19 15:00:00.0","0.0","0.073","95.0","14.71","1.0"
"2017-10-19 15:10:00.0","0.2","0.073","95.0","14.71","1.1"
"2017-10-19 15:20:00.0","0.2","0.073","96.0","14.89","1.0"
"2017-10-19 15:30:00.0","0.0","0.073","96.0","14.86","0.2"
"2017-10-19 15:40:00.0","0.2","0.073","96.0","14.85","0.1"
"2017-10-19 15:50:00.0","0.4","0.074","96.0","14.89","0.7"
"2017-10-19 16:00:00.0","0.2","0.074","96.0","14.99","1.4"
"2017-10-19 16:10:00.0","0.2","0.074","96.0","14.97","2.3"
"2017-10-19 16:20:00.0","0.2","0.075","96.0","14.93","1.9"
"2017-10-19 16:30:00.0","0.2","0.075","96.0","14.92","3.7"
"2017-10-19 16:40:00.0","0.2","0.075","97.0","14.9","6.3"
"2017-10-19 16:50:00.0","0.4","0.075","97.0","14.83","5.4"
"2017-10-19 17:00:00.0","0.0","0.076","97.0","14.85","0.7"
"2017-10-19 17:10:00.0","0.2","0.076","97.0","14.89","3.0"
"2017-10-19 17:20:00.0","0.0","0.076","97.0","14.87","3.9"
"2017-10-19 17:30:00.0","0.2","0.077","97.0","14.86","5.7"
"2017-10-19 17:40:00.0","0.2","0.077","97.0","14.87","4.9"
"2017-10-19 17:50:00.0","0.0","0.077","97.0","14.86","2.7"
"2017-10-19 18:00:00.0","0.2","0.077","98.0","14.91","0.7"
"2017-10-19 18:10:00.0","0.0","0.077","98.0","14.92","0.6"
"2017-10-19 18:20:00.0","0.2","0.077","98.0","14.92","2.0"
"2017-10-19 18:30:00.0","0.2","0.077","98.0","14.87","1.6"
"2017-10-19 18:40:00.0","0.2","0.077","98.0","14.87","0.7"
"2017-10-19 18:50:00.0","0.0","0.078","98.0","14.89","2.3"
"2017-10-19 19:00:00.0","0.0","0.078","98.0","14.86","3.4"
"2017-10-19 19:10:00.0","0.0","0.078","98.0","14.89","3.8"
"2017-10-19 19:20:00.0","0.0","0.078","98.0","14.91","2.7"
"2017-10-19 19:30:00.0","0.2","0.078","98.0","14.96","1.9"
"2017-10-19 19:40:00.0","0.0","0.078","98.0","15.0","1.2"
"2017-10-19 19:50:00.0","0.0","0.078","98.0","15.02","0.5"
"2017-10-19 20:00:00.0","0.2","0.078","98.0","15.0","0.6"
"2017-10-19 20:10:00.0","0.0","0.078","98.0","15.02","0.9"
"2017-10-19 20:20:00.0","0.0","0.079","98.0","15.06","1.7"
"2017-10-19 20:30:00.0","0.0","0.079","98.0","15.07","1.1"
"2017-10-19 20:40:00.0","0.2","0.079","98.0","15.11","1.2"
"2017-10-19 20:50:00.0","0.0","0.079","98.0","15.12","2.5"
"2017-10-19 21:00:00.0","0.0","0.079","98.0","15.14","0.7"
"2017-10-19 21:10:00.0","0.0","0.079","98.0","15.14","1.4"
"2017-10-19 21:20:00.0","0.0","0.078","98.0","15.12","2.8"
"2017-10-19 21:30:00.0","0.0","0.078","98.0","15.12","2.5"
"2017-10-19 21:40:00.0","0.0","0.078","98.0","15.14","1.3"
"2017-10-19 21:50:00.0","0.0","0.078","98.0","15.19","0.0"
"2017-10-19 22:00:00.0","0.0","0.078","98.0","15.22","1.1"
"2017-10-19 22:10:00.0","0.0","0.078","98.0","15.19","0.4"
"2017-10-19 22:20:00.0","0.0","0.078","98.0","15.14","1.3"
"2017-10-19 22:30:00.0","0.0","0.077","98.0","15.08","0.6"
"2017-10-19 22:40:00.0","0.0","0.077","98.0","15.04","2.5"
"2017-10-19 22:50:00.0","0.0","0.077","98.0","14.97","1.8"
"2017-10-19 23:00:00.0","0.0","0.077","98.0","14.86","0.5"
"2017-10-19 23:10:00.0","0.0","0.077","98.0","14.83","0.7"
"2017-10-19 23:20:00.0","0.0","0.077","98.0","14.88","1.3"
"2017-10-19 23:30:00.0","0.0","0.077","98.0","14.95","2.4"
"2017-10-19 23:40:00.0","0.0","0.077","98.0","14.95","1.2"
"2017-10-19 23:50:00.0","0.0","0.077","98.0","14.95","0.9"
"2017-10-20 00:00:00.0","0.0","0.077","98.0","14.92","2.2"
"2017-10-20 00:10:00.0","0.0","0.077","98.0","14.93","1.6"
"2017-10-20 00:20:00.0","0.0","0.077","98.0","14.91","0.9"
"2017-10-20 00:30:00.0","0.0","0.077","98.0","14.8","1.6"
"2017-10-20 00:40:00.0","0.0","0.077","98.0","14.63","0.5"
"2017-10-20 00:50:00.0","0.0","0.077","98.0","14.37","1.4"
"2017-10-20 01:00:00.0","0.0","0.077","98.0","14.18","0.1"
"2017-10-20 01:10:00.0","0.0","0.077","98.0","13.9","0.0"
"2017-10-20 01:20:00.0","0.0","0.077","98.0","13.81","0.0"
"2017-10-20 01:30:00.0","0.0","0.077","98.0","13.85","0.2"
"2017-10-20 01:40:00.0","0.0","0.077","98.0","13.9","0.0"
"2017-10-20 01:50:00.0","0.0","0.077","98.0","13.89","0.6"
"2017-10-20 02:00:00.0","0.0","0.077","98.0","13.86","1.3"
"2017-10-20 02:10:00.0","0.0","0.077","98.0","13.87","2.0"
"2017-10-20 02:20:00.0","0.0","0.077","98.0","13.83","1.1"
"2017-10-20 02:30:00.0","0.0","0.077","98.0","13.82","0.9"
"2017-10-20 02:40:00.0","0.0","0.077","98.0","13.79","2.2"
"2017-10-20 02:50:00.0","0.0","0.077","98.0","13.78","0.1"
"2017-10-20 03:00:00.0","0.0","0.077","98.0","13.77","0.2"
"2017-10-20 03:10:00.0","0.0","0.077","98.0","13.73","0.0"
"2017-10-20 03:20:00.0","0.0","0.077","98.0","13.67","0.0"
"2017-10-20 03:30:00.0","0.0","0.077","98.0","13.59","1.4"
"2017-10-20 03:40:00.0","0.0","0.077","98.0","13.4","2.1"
"2017-10-20 03:50:00.0","0.0","0.077","98.0","13.35","0.0"
"2017-10-20 04:00:00.0","0.0","0.077","98.0","13.3","0.4"
"2017-10-20 04:10:00.0","0.0","0.077","98.0","13.32","0.0"
"2017-10-20 04:20:00.0","0.0","0.077","98.0","13.33","0.3"
"2017-10-20 04:30:00.0","0.0","0.077","98.0","13.27","0.0"
"2017-10-20 04:40:00.0","0.0","0.077","98.0","13.01","0.0"
"2017-10-20 04:50:00.0","0.0","0.077","98.0","12.93","0.0"
"2017-10-20 05:00:00.0","0.0","0.077","98.0","12.92","0.0"
"2017-10-20 05:10:00.0","0.0","0.077","98.0","13.05","0.2"
"2017-10-20 05:20:00.0","0.0","0.077","98.0","13.09","0.5"
"2017-10-20 05:30:00.0","0.0","0.077","98.0","12.97","1.5"
"2017-10-20 05:40:00.0","0.0","0.077","98.0","12.88","0.0"
"2017-10-20 05:50:00.0","0.0","0.076","98.0","12.67","0.1"
"2017-10-20 06:00:00.0","0.0","0.076","98.0","12.61","0.3"
"2017-10-20 06:10:00.0","0.0","0.076","98.0","12.57","0.0"
"2017-10-20 06:20:00.0","0.0","0.076","98.0","12.47","0.0"
"2017-10-20 06:30:00.0","0.0","0.076","98.0","12.46","0.0"
"2017-10-20 06:40:00.0","0.0","0.076","99.0","12.61","0.0"
"2017-10-20 06:50:00.0","0.0","0.076","99.0","12.8","0.0"
"2017-10-20 07:00:00.0","0.0","0.076","99.0","12.91","1.2"
"2017-10-20 07:10:00.0","0.0","0.076","99.0","13.07","0.5"
"2017-10-20 07:20:00.0","0.2","0.076","99.0","13.23","0.1"
"2017-10-20 07:30:00.0","0.0","0.076","99.0","13.38","0.0"
"2017-10-20 07:40:00.0","0.0","0.076","99.0","13.42","1.3"
"2017-10-20 07:50:00.0","0.0","0.076","99.0","13.52","0.3"
"2017-10-20 08:00:00.0","0.0","0.076","99.0","13.62","0.6"
"2017-10-20 08:10:00.0","0.0","0.076","99.0","13.72","0.9"
"2017-10-20 08:20:00.0","0.0","0.076","99.0","13.85","2.1"
"2017-10-20 08:30:00.0","0.0","0.076","99.0","13.99","1.1"
"2017-10-20 08:40:00.0","0.0","0.076","99.0","14.23","0.3"
"2017-10-20 08:50:00.0","0.0","0.076","99.0","14.45","1.2"
"2017-10-20 09:00:00.0","0.0","0.076","99.0","14.57","0.7"
"2017-10-20 09:10:00.0","0.0","0.076","99.0","14.7","0.5"
"2017-10-20 09:20:00.0","0.0","0.075","99.0","14.94","0.9"
"2017-10-20 09:30:00.0","0.0","0.075","99.0","15.08","0.5"
"2017-10-20 09:40:00.0","0.0","0.075","99.0","15.33","0.6"
"2017-10-20 09:50:00.0","0.0","0.075","99.0","15.64","0.9"
"2017-10-20 10:00:00.0","0.0","0.075","99.0","15.77","3.6"
"2017-10-20 10:10:00.0","0.0","0.075","99.0","15.88","2.9"
"2017-10-20 10:20:00.0","0.0","0.075","99.0","15.92","4.9"
"2017-10-20 10:30:00.0","0.0","0.075","99.0","15.93","5.1"
"2017-10-20 10:40:00.0","0.0","0.075","99.0","16.12","4.1"
"2017-10-20 10:50:00.0","0.0","0.075","98.0","16.38","5.5"
"2017-10-20 11:00:00.0","0.0","0.075","98.0","16.45","4.7"
"2017-10-20 11:10:00.0","0.0","0.075","98.0","16.48","6.7"
"2017-10-20 11:20:00.0","0.0","0.075","97.0","16.74","5.4"
"2017-10-20 11:30:00.0","0.0","0.075","96.0","16.96","4.4"
"2017-10-20 11:40:00.0","0.0","0.075","95.0","17.2","3.9"
"2017-10-20 11:50:00.0","0.0","0.075","95.0","17.41","4.1"
"2017-10-20 12:00:00.0","0.0","0.075","94.0","17.63","5.0"
"2017-10-20 12:10:00.0","0.0","0.075","94.0","17.95","1.6"
"2017-10-20 12:20:00.0","0.0","0.075","93.0","18.03","3.2"
"2017-10-20 12:30:00.0","0.0","0.075","94.0","18.34","2.0"
"2017-10-20 12:40:00.0","0.0","0.075","93.0","18.16","2.2"
"2017-10-20 12:50:00.0","0.0","0.075","94.0","18.11","1.8"
"2017-10-20 13:00:00.0","0.2","0.075","94.0","18.04","1.3"
"2017-10-20 13:10:00.0","0.0","0.075","95.0","18.16","1.7"
"2017-10-20 13:20:00.0","0.0","0.075","95.0","18.42","2.1"
"2017-10-20 13:30:00.0","0.0","0.075","95.0","18.3","3.9"
"2017-10-20 13:40:00.0","0.0","0.075","96.0","18.63","6.5"
"2017-10-20 13:50:00.0","0.0","0.075","96.0","18.8","5.8"
"2017-10-20 14:00:00.0","0.0","0.075","96.0","19.19","5.2"
"2017-10-20 14:10:00.0","0.0","0.075","96.0","19.56","5.5"
"2017-10-20 14:20:00.0","0.0","0.075","92.0","20.08","9.2"
"2017-10-20 14:30:00.0","0.0","0.075","86.0","20.8","10.0"
"2017-10-20 14:40:00.0","0.0","0.075","83.0","21.47","9.9"
"2017-10-20 14:50:00.0","0.0","0.075","84.0","21.63","8.9"
"2017-10-20 15:00:00.0","0.0","0.075","84.0","21.6","7.5"
"2017-10-20 15:10:00.0","0.0","0.075","82.0","22.14","7.5"
"2017-10-20 15:20:00.0","0.0","0.075","78.0","22.8","6.2"
"2017-10-20 15:30:00.0","0.0","0.075","77.0","23.35","6.2"
"2017-10-20 15:40:00.0","0.0","0.075","74.0","23.04","7.2"
"2017-10-20 15:50:00.0","0.0","0.075","77.0","22.33","6.4"
"2017-10-20 16:00:00.0","0.0","0.075","78.0","21.66","10.8"
"2017-10-20 16:10:00.0","0.0","0.075","77.0","21.42","9.2"
"2017-10-20 16:20:00.0","0.0","0.075","77.0","21.15","13.4"
"2017-10-20 16:30:00.0","0.0","0.075","78.0","20.9","13.0"
"2017-10-20 16:40:00.0","0.0","0.075","79.0","20.71","14.0"
"2017-10-20 16:50:00.0","0.0","0.075","80.0","20.58","12.4"
"2017-10-20 17:00:00.0","0.0","0.075","81.0","20.49","10.2"
"2017-10-20 17:10:00.0","0.0","0.075","82.0","20.4","12.4"
"2017-10-20 17:20:00.0","0.2","0.075","84.0","20.27","10.5"
"2017-10-20 17:30:00.0","0.0","0.075","88.0","19.76","10.7"
"2017-10-20 17:40:00.0","0.0","0.075","88.0","19.61","16.1"
"2017-10-20 17:50:00.0","0.2","0.075","88.0","19.72","16.2"
"2017-10-20 18:00:00.0","0.0","0.075","87.0","19.82","13.5"
"2017-10-20 18:10:00.0","0.0","0.075","88.0","19.81","12.5"
"2017-10-20 18:20:00.0","0.0","0.075","87.0","19.88","11.8"
"2017-10-20 18:30:00.0","0.0","0.075","87.0","19.95","10.4"
"2017-10-20 18:40:00.0","0.0","0.075","86.0","20.07","14.7"
"2017-10-20 18:50:00.0","0.0","0.075","85.0","20.24","13.1"
"2017-10-20 19:00:00.0","0.0","0.075","87.0","20.09","10.7"
"2017-10-20 19:10:00.0","0.0","0.075","88.0","19.93","9.8"
"2017-10-20 19:20:00.0","0.0","0.075","87.0","19.93","13.7"
"2017-10-20 19:30:00.0","0.0","0.075","87.0","19.98","16.1"
"2017-10-20 19:40:00.0","0.0","0.075","85.0","20.01","20.0"
"2017-10-20 19:50:00.0","0.0","0.075","83.0","20.11","19.7"
"2017-10-20 20:00:00.0","0.0","0.075","83.0","20.18","17.0"
"2017-10-20 20:10:00.0","0.0","0.075","83.0","20.21","14.2"
"2017-10-20 20:20:00.0","0.2","0.075","85.0","20.14","12.4"
"2017-10-20 20:30:00.0","0.2","0.074","89.0","19.7","13.7"
"2017-10-20 20:40:00.0","0.2","0.074","89.0","19.56","13.3"
"2017-10-20 20:50:00.0","1.2","0.074","90.0","19.03","13.5"
"2017-10-20 21:00:00.0","1.8","0.093","90.0","17.14","16.2"
"2017-10-20 21:10:00.0","0.6","0.112","92.0","16.35","16.8"
"2017-10-20 21:20:00.0","0.2","0.107","92.0","15.96","20.6"
"2017-10-20 21:30:00.0","0.2","0.102","92.0","15.78","15.2"
"2017-10-20 21:40:00.0","1.0","0.111","93.0","15.63","13.4"
"2017-10-20 21:50:00.0","0.4","0.115","94.0","15.5","11.6"
"2017-10-20 22:00:00.0","0.2","0.115","94.0","15.44","10.0"
"2017-10-20 22:10:00.0","0.4","0.115","94.0","15.45","6.6"
"2017-10-20 22:20:00.0","0.4","0.117","94.0","15.45","3.3"
"2017-10-20 22:30:00.0","0.6","0.126","95.0","15.4","7.7"
"2017-10-20 22:40:00.0","0.6","0.128","96.0","15.31","7.7"
"2017-10-20 22:50:00.0","0.0","0.123","96.0","15.33","6.8"
